vehicle_id,speed_kmph,signal_strength_dBm,tx_power_dBm,battery_percent,distance_to_rsu_m,task_type,task_size_MI,deadline_ms,cpu_usage_percent,wlan_delay_ms,fiveg_delay_ms,wan_delay_ms,compute_energy_J,network_energy_J,total_energy_J,failure_probability,processing_delay_ms,offload_location,dps_speed,handover_flag,timestamp_s
V41,41.58,-83.18,28.63,45.9,829.4,INFOTAINMENT,1445.86,1000,37.37,2.7995,0.9409,95.8153,72.293,0.527347,72.820347,0.2916,128.089,CLOUD,N/A,0,17.097
V41,43.57,-79.9,27.92,45.4,747.41,TRAFFIC,645.69,100,51.99,3.5797,0.463,89.0974,32.2845,0.199983,32.484483,0.088,103.5101,CLOUD,N/A,0,17.501
V41,47.84,-86.64,29.49,50.07,916.03,INFOTAINMENT,1862.47,1000,42.38,1.8289,0.7982,112.36,93.1235,0.828055,93.951555,0.2783,153.933,CLOUD,N/A,0,18.06
V41,41.72,-87.25,25.15,48.64,931.24,TRAFFIC,469.3,100,44.85,3.7096,0.4832,81.2786,23.465,0.07681,23.54181,0.2779,91.754,CLOUD,N/A,0,18.516
V41,40.95,-72.29,22.78,48.37,557.28,TRAFFIC,323.66,100,43.86,3.8736,0.4578,145.5215,32.366,0.006139,32.372139,0.1058,116.0507,RSU,LOW,0,19.072
V41,43.25,-89.31,25.72,51.37,982.72,TRAFFIC,442.34,100,56.49,1.2134,0.9238,104.8114,22.117,0.082552,22.199552,0.3174,114.6851,CLOUD,N/A,0,19.595
V41,41.86,-82.31,29.19,50.33,807.8,TRAFFIC,461.48,100,40.64,3.5436,0.6149,66.5701,23.074,0.19148,23.26548,0.2819,76.871,CLOUD,N/A,0,20.038
V41,44.28,-80.2,28.48,46.67,754.96,TRAFFIC,659.19,100,50.6,2.9785,0.6978,111.1605,32.9595,0.232263,33.191763,0.3391,125.8746,CLOUD,N/A,0,20.532
V41,44.69,-80.69,27.82,46.3,767.22,TRAFFIC,477.24,100,49.01,2.4582,0.9231,133.9841,23.862,0.144446,24.006446,0.3124,144.6368,CLOUD,N/A,0,21.094
V41,45.1,-92.76,29.48,50.95,1068.92,SAFETY,286.61,10,88.27,4.5769,0.8415,114.5238,14.3305,0.127134,14.457634,0.2574,120.9213,CLOUD,N/A,0,21.565
V41,39.16,-87.15,25.92,51.49,928.82,INFOTAINMENT,2815.36,1000,34.74,3.8421,0.5238,56.0042,140.768,0.550179,141.318179,0.3165,118.8471,CLOUD,N/A,0,22.047
V41,42.06,-77.42,26.01,46.47,685.48,TRAFFIC,609.84,100,44.24,4.8043,0.432,122.8782,30.492,0.121671,30.613671,0.1223,136.4907,CLOUD,N/A,0,22.509
V41,39.89,-94.38,26.43,42.95,1109.44,INFOTAINMENT,1345.75,1000,26.01,4.0916,0.4635,114.3986,67.2875,0.295757,67.583257,0.2751,144.4377,CLOUD,N/A,0,23.018
V41,45.37,-95.36,26.81,44.35,1133.91,INFOTAINMENT,1329.53,1000,34.35,2.2679,0.6977,120.7402,66.4765,0.31891,66.79541,0.3108,150.4172,CLOUD,N/A,0,23.525
V41,39.56,-76.56,25.77,43.34,663.98,INFOTAINMENT,1016.32,1000,36.61,3.3774,0.9684,128.1728,50.816,0.191867,51.007867,0.1463,150.8585,CLOUD,N/A,0,24.098
V41,40.82,-80.33,25.34,47.16,758.24,TRAFFIC,606.85,100,58.7,3.7676,0.9247,92.7519,30.3425,0.103765,30.446265,0.2739,106.2977,CLOUD,N/A,0,24.582
V42,37.09,-52.98,16.02,29.32,74.62,TRAFFIC,389.52,100,42.77,3.3683,0.5137,53.437,19.476,0.007789,19.483789,0.2051,62.1316,CLOUD,N/A,0,0.055
V42,40.72,-53.01,17.06,29.31,75.32,INFOTAINMENT,1315.57,1000,23.51,3.2891,0.7733,136.886,65.7785,0.033426,65.811926,0.2671,166.2514,CLOUD,N/A,0,0.519
V42,39.37,-53.56,16.03,29.1,89.12,INFOTAINMENT,1303.21,1000,42.81,4.524,0.7382,98.9056,65.1605,0.026121,65.186621,0.2712,127.9951,CLOUD,N/A,0,1.07
V42,36.13,-52.41,18.28,29.03,60.13,INFOTAINMENT,2803.83,1000,22.77,1.4606,0.6543,126.2729,140.1915,0.094346,140.285846,0.2867,188.8584,CLOUD,N/A,0,1.511
V42,42.66,-52.24,19.44,28.69,56.0,TRAFFIC,681.07,100,47.9,2.4715,0.3195,99.3093,34.0535,0.029934,34.083434,0.277,114.5118,CLOUD,N/A,0,2.034
V42,43.7,-53.03,18.52,28.82,75.63,TRAFFIC,643.87,100,53.78,1.9044,0.8779,125.5903,32.1935,0.022896,32.216396,0.2835,139.9624,CLOUD,N/A,0,2.566
V42,45.04,-52.06,18.26,28.72,51.53,INFOTAINMENT,2488.71,1000,43.08,2.2618,0.9222,125.5043,124.4355,0.083357,124.518857,0.2954,181.0559,CLOUD,N/A,0,3.076
V42,41.17,-54.83,15.3,28.79,120.63,TRAFFIC,484.66,100,40.41,3.3752,0.4967,141.3997,24.233,0.008211,24.241211,0.2397,152.218,CLOUD,N/A,0,3.56
V42,44.05,-55.06,16.09,29.1,126.52,TRAFFIC,311.71,100,43.24,3.7247,0.666,50.8903,15.5855,0.006335,15.591835,0.2913,57.8481,CLOUD,N/A,0,4.027
V42,35.93,-52.53,16.08,28.56,63.32,TRAFFIC,312.25,100,62.58,2.3506,0.6742,99.092,15.6125,0.006331,15.618831,0.2693,106.0619,CLOUD,N/A,0,4.555
V42,41.67,-52.45,16.68,28.02,61.13,INFOTAINMENT,2681.46,1000,34.79,1.5686,0.8956,82.5022,134.073,0.062423,134.135423,0.2686,142.3562,CLOUD,N/A,0,5.055
V42,38.82,-52.87,19.35,28.72,71.82,TRAFFIC,607.72,100,66.82,4.8193,0.8472,146.3855,30.386,0.026162,30.412162,0.2165,159.9507,CLOUD,N/A,0,5.575
V42,39.72,-57.13,17.74,28.02,178.22,INFOTAINMENT,1792.76,1000,36.88,3.5396,0.4018,74.0521,89.638,0.053271,89.691271,0.2235,114.0691,CLOUD,N/A,0,6.026
V42,39.08,-53.67,19.0,28.51,91.73,INFOTAINMENT,2476.11,1000,48.31,2.063,0.575,99.1094,123.8055,0.098342,123.903842,0.2228,154.3797,CLOUD,N/A,0,6.546
V42,38.89,-53.9,17.0,28.85,97.5,TRAFFIC,443.34,100,49.06,3.0515,0.3776,127.6253,22.167,0.01111,22.17811,0.2439,137.5213,CLOUD,N/A,0,7.054
V42,42.51,-56.31,19.46,27.19,157.81,SAFETY,207.8,10,63.55,2.2277,0.9422,135.9748,20.78,0.001835,20.781835,0.3305,75.1565,RSU,LOW,0,7.517
V42,42.93,-52.98,16.7,29.25,74.5,TRAFFIC,451.63,100,50.52,2.0328,0.8191,100.0776,22.5815,0.010562,22.592062,0.2255,110.1586,CLOUD,N/A,0,8.085
V42,43.23,-51.95,17.26,26.44,48.65,INFOTAINMENT,2613.91,1000,25.95,4.5091,0.7737,113.1883,130.6955,0.069544,130.765044,0.2848,171.5345,CLOUD,N/A,0,8.535
V42,39.54,-50.4,19.96,27.79,10.0,INFOTAINMENT,1185.43,1000,48.66,3.5741,0.3964,99.6543,59.2715,0.058728,59.330228,0.2523,126.1148,CLOUD,N/A,0,9.08
V42,40.16,-50.62,15.49,28.31,15.45,INFOTAINMENT,2931.81,1000,33.35,4.4891,0.4454,129.7843,146.5905,0.051893,146.642393,0.2786,195.2265,CLOUD,N/A,0,9.506
V42,41.25,-56.56,15.11,25.97,163.91,INFOTAINMENT,1387.36,1000,20.88,3.8645,0.7015,90.6388,69.368,0.022499,69.390499,0.2544,121.6067,CLOUD,N/A,0,10.007
V42,39.56,-52.06,19.46,26.41,51.4,INFOTAINMENT,1038.52,1000,28.25,3.1108,0.4763,77.201,51.926,0.045855,51.971855,0.2813,100.3822,CLOUD,N/A,0,10.503
V42,42.35,-55.01,17.85,28.56,125.33,INFOTAINMENT,2152.8,1000,46.29,1.4965,0.8679,109.3918,107.64,0.065611,107.705611,0.2749,157.4454,CLOUD,N/A,0,11.043
V42,38.73,-50.4,18.71,28.68,10.0,INFOTAINMENT,2685.14,1000,40.94,2.4149,0.6046,97.4651,134.257,0.099756,134.356756,0.2012,157.4013,CLOUD,N/A,0,11.541
V42,44.74,-60.97,18.59,25.05,274.28,SAFETY,298.57,10,66.14,2.2241,0.706,128.3156,29.857,0.002158,29.859158,0.4276,107.3381,RSU,LOW,0,12.031
V42,36.62,-51.18,16.14,27.27,29.44,TRAFFIC,411.4,100,61.97,3.4242,0.8029,118.6852,20.57,0.008457,20.578457,0.209,127.8682,CLOUD,N/A,0,12.501
V42,41.0,-50.4,18.56,24.4,10.0,TRAFFIC,562.45,100,53.45,4.8082,0.8164,73.9408,28.1225,0.020186,28.142686,0.2778,86.4955,CLOUD,N/A,0,13.094
V42,38.46,-58.91,19.27,27.8,222.65,TRAFFIC,582.25,100,59.11,4.5582,0.4717,121.3633,29.1125,0.024608,29.137108,0.2887,134.36,CLOUD,N/A,0,13.589
V42,37.46,-50.4,17.67,28.13,10.0,INFOTAINMENT,1718.4,1000,32.16,2.9678,0.9955,62.4694,85.92,0.050245,85.970245,0.2415,100.8265,CLOUD,N/A,0,14.033
V42,38.18,-59.56,15.48,26.67,238.89,TRAFFIC,507.06,100,43.9,3.915,0.9892,133.5792,25.353,0.008954,25.361954,0.296,144.8975,CLOUD,N/A,0,14.568
V42,40.66,-50.4,18.61,25.75,10.0,SAFETY,245.54,10,63.62,4.9554,0.3835,80.0697,12.277,0.008914,12.285914,0.2713,85.5505,CLOUD,N/A,0,15.008
V42,36.47,-56.17,15.3,25.71,154.37,INFOTAINMENT,1726.48,1000,29.1,3.9258,0.5114,141.8313,86.324,0.02925,86.35325,0.277,180.3688,CLOUD,N/A,0,15.552
V42,40.91,-53.05,18.55,25.15,76.13,TRAFFIC,700.0,100,60.07,4.882,0.6917,133.8782,35.0,0.025065,35.025065,0.2057,149.5032,CLOUD,N/A,0,16.056
V42,44.31,-53.13,15.86,25.15,78.24,INFOTAINMENT,1313.65,1000,42.53,3.9083,0.6884,53.0794,65.6825,0.025319,65.707819,0.2406,82.4019,CLOUD,N/A,0,16.557
V42,41.3,-59.77,17.06,25.14,244.2,SAFETY,208.23,10,70.82,3.8757,0.4423,149.2751,20.823,0.001058,20.824058,0.5586,74.8102,RSU,LOW,0,17.006
V42,38.51,-60.03,15.67,24.01,250.65,TRAFFIC,586.91,100,64.87,1.7556,0.9951,97.2387,29.3455,0.010828,29.356328,0.2843,110.3394,CLOUD,N/A,0,17.502
V42,35.91,-57.02,15.3,27.55,175.52,INFOTAINMENT,2503.63,1000,32.51,3.8544,0.8346,125.146,125.1815,0.042417,125.223917,0.2037,181.0306,CLOUD,N/A,0,18.08
V42,43.38,-58.25,19.45,24.09,206.32,TRAFFIC,409.18,100,48.14,1.6182,0.7867,93.5194,20.459,0.018025,20.477025,0.2865,102.6529,CLOUD,N/A,0,18.593
V42,37.2,-50.4,17.37,26.21,10.0,INFOTAINMENT,2726.96,1000,44.36,2.5799,0.6091,92.7071,136.348,0.074413,136.422413,0.209,153.5767,CLOUD,N/A,0,19.06
V42,37.04,-68.54,21.36,28.52,463.41,INFOTAINMENT,1700.05,1000,45.77,4.2259,0.4357,83.3844,85.0025,0.11626,85.11876,0.2186,121.3319,CLOUD,N/A,0,19.597
V42,39.41,-50.4,16.08,21.39,10.08,INFOTAINMENT,1777.88,1000,48.56,2.0228,0.4203,142.6405,88.894,0.036047,88.930047,0.201,182.3253,CLOUD,N/A,0,20.091
V42,43.03,-56.14,18.88,21.13,153.41,TRAFFIC,604.24,100,61.97,1.9084,0.3606,101.494,30.212,0.023344,30.235344,0.2465,114.9815,CLOUD,N/A,0,20.574
V42,39.12,-62.43,16.0,28.27,310.72,INFOTAINMENT,2149.51,1000,49.5,1.2474,0.859,134.0562,107.4755,0.042787,107.518287,0.2924,182.0363,CLOUD,N/A,0,21.041
V42,44.75,-57.09,16.15,27.65,177.33,INFOTAINMENT,1259.04,1000,35.98,2.4198,0.5802,127.3331,62.952,0.025942,62.977942,0.214,155.4367,CLOUD,N/A,0,21.579
V42,43.99,-61.98,15.93,27.39,299.57,INFOTAINMENT,1415.8,1000,21.06,4.2397,0.8022,132.4552,70.79,0.027731,70.817731,0.2053,164.0579,CLOUD,N/A,0,22.054
V42,41.28,-50.4,19.68,28.04,10.0,SAFETY,248.61,10,60.33,1.7901,0.4633,126.1663,24.861,0.00231,24.86331,0.5529,89.2526,RSU,LOW,0,22.581
V42,37.55,-54.79,18.83,26.74,119.67,TRAFFIC,444.02,100,54.61,3.1897,0.9453,76.9382,22.201,0.016958,22.217958,0.2524,86.8494,CLOUD,N/A,0,23.071
V42,41.7,-62.96,15.57,22.24,324.01,INFOTAINMENT,2142.73,1000,31.57,1.0663,0.9841,112.7834,107.1365,0.038631,107.175131,0.2357,160.6122,CLOUD,N/A,0,23.53
V42,43.76,-53.97,18.33,27.94,99.33,TRAFFIC,388.98,100,58.62,1.6294,0.5026,82.3209,19.449,0.01324,19.46224,0.245,91.0035,CLOUD,N/A,0,24.065
V42,45.35,-58.54,16.81,23.42,213.58,TRAFFIC,590.33,100,43.98,4.9682,0.4494,130.2789,29.5165,0.01416,29.53066,0.2614,143.4559,CLOUD,N/A,0,24.561
V43,109.41,-71.68,20.11,74.16,541.99,SAFETY,218.77,10,71.22,3.3266,0.7719,146.3952,21.877,0.002244,21.879244,0.2559,78.904,RSU,LOW,0,0.073
V43,108.51,-71.74,24.38,74.16,543.53,TRAFFIC,509.6,100,59.14,4.0697,0.5823,95.7743,25.48,0.069855,25.549855,0.0971,107.1493,CLOUD,N/A,0,0.587
V43,115.52,-71.92,21.23,73.93,547.95,SAFETY,171.67,10,78.47,4.5623,0.3007,102.7737,17.167,0.002279,17.169279,0.1293,61.6114,RSU,LOW,0,1.017
V43,108.26,-72.45,21.21,73.95,561.16,TRAFFIC,417.98,100,57.18,4.9432,0.4595,110.3717,20.899,0.027614,20.926614,0.0789,119.7016,CLOUD,N/A,0,1.52
V43,112.86,-72.67,22.07,73.9,566.64,SAFETY,232.5,10,71.04,1.2979,0.3407,99.06,23.25,0.003745,23.253745,0.1299,83.3764,RSU,LOW,0,2.002
V43,108.69,-72.08,21.02,73.35,552.07,TRAFFIC,388.58,100,62.29,1.671,0.8151,115.6812,19.429,0.024573,19.453573,0.1327,124.3549,CLOUD,N/A,0,2.517
V43,114.53,-72.3,21.34,73.82,557.44,SAFETY,295.94,10,72.78,2.5657,0.8579,108.026,29.594,0.004029,29.598029,0.1021,106.5508,RSU,LOW,0,3.043
V43,114.43,-73.42,21.04,73.14,585.51,TRAFFIC,361.7,100,49.29,4.6959,0.6131,126.8794,18.085,0.022978,18.107978,0.0698,134.9531,CLOUD,N/A,0,3.547
V43,110.8,-74.59,20.46,73.58,614.72,INFOTAINMENT,2589.92,1000,43.61,3.4654,0.3162,69.7828,129.496,0.143965,129.639965,0.1415,127.5935,CLOUD,N/A,0,4.077
V43,113.8,-75.01,25.54,73.5,625.18,SAFETY,250.25,10,84.44,3.8631,0.5929,146.1366,25.025,0.008961,25.033961,0.151,89.9679,RSU,LOW,0,4.521
V43,116.83,-72.32,22.75,73.69,558.06,SAFETY,254.2,10,86.76,3.8462,0.3915,144.3385,25.42,0.004788,25.424788,0.1664,91.1772,RSU,LOW,0,5.092
V43,108.11,-73.06,24.47,73.74,576.47,TRAFFIC,477.02,100,57.8,4.6895,0.6778,73.6389,23.851,0.066759,23.917759,0.0764,84.2867,CLOUD,N/A,0,5.504
V43,115.42,-73.74,22.52,72.94,593.4,SAFETY,249.38,10,61.73,1.959,0.6581,107.0648,24.938,0.004455,24.942455,0.2346,89.7224,RSU,LOW,0,6.08
V43,116.75,-76.34,26.49,73.73,658.41,TRAFFIC,443.33,100,55.85,3.3795,0.4238,61.2098,22.1665,0.098786,22.265286,0.0889,71.1056,CLOUD,N/A,0,6.582
V43,112.27,-73.26,20.23,73.98,581.42,SAFETY,162.07,10,78.66,2.527,0.3005,79.9655,16.207,0.001709,16.208709,0.1424,58.1826,RSU,LOW,0,7.044
V43,111.83,-73.93,23.29,71.96,598.13,TRAFFIC,470.41,100,45.59,1.4632,0.5366,148.5013,23.5205,0.05017,23.57067,0.1181,159.0015,CLOUD,N/A,0,7.57
V43,117.02,-72.4,22.51,72.4,560.1,INFOTAINMENT,1140.26,1000,36.89,3.5553,0.3297,132.8548,57.013,0.101619,57.114619,0.0722,158.307,CLOUD,N/A,0,8.022
V43,108.54,-75.57,28.31,72.31,639.23,SAFETY,262.98,10,75.47,2.2626,0.3002,136.2607,26.298,0.017821,26.315821,0.1677,94.2216,RSU,LOW,0,8.519
V43,112.42,-77.54,25.16,73.78,688.5,SAFETY,158.86,10,70.61,2.8628,0.9742,59.2643,15.886,0.005212,15.891212,0.111,57.7099,RSU,LOW,0,9.065
V43,108.14,-74.36,22.89,73.04,608.93,SAFETY,180.23,10,83.53,2.4947,0.914,83.6043,18.023,0.003506,18.026506,0.2344,65.2819,RSU,LOW,0,9.559
V43,115.56,-74.07,20.41,71.85,601.67,SAFETY,232.05,10,62.3,1.0311,0.308,81.1189,11.6025,0.012751,11.615251,0.0704,86.2986,CLOUD,N/A,0,10.016
V43,115.59,-74.52,23.58,70.14,612.92,TRAFFIC,674.3,100,50.97,2.9616,0.9382,60.1413,33.715,0.076882,33.791882,0.1091,75.1926,CLOUD,N/A,0,10.521
V43,108.63,-70.97,21.77,70.81,524.21,INFOTAINMENT,1084.18,1000,46.15,4.4384,0.8659,54.1349,54.209,0.081484,54.290484,0.0713,78.3353,CLOUD,N/A,0,11.087
V43,107.96,-73.92,22.61,69.89,598.12,SAFETY,130.9,10,73.47,3.1636,0.5721,60.6217,13.09,0.002387,13.092387,0.2793,47.3221,RSU,LOW,0,11.591
V43,115.12,-77.26,28.25,70.6,681.48,INFOTAINMENT,2989.35,1000,37.76,4.3207,0.9602,92.9326,149.4675,0.998957,150.466457,0.061,159.6592,CLOUD,N/A,0,12.055
V43,107.71,-74.81,24.5,70.94,620.26,TRAFFIC,352.7,100,60.05,3.5803,0.461,117.9547,17.635,0.049702,17.684702,0.0696,125.8275,CLOUD,N/A,0,12.518
V43,110.8,-74.4,22.48,69.61,610.1,TRAFFIC,354.26,100,52.88,1.6026,0.3805,78.4489,17.713,0.031354,17.744354,0.1055,86.3565,CLOUD,N/A,0,13.069
V43,114.24,-79.49,29.23,68.78,737.25,TRAFFIC,581.56,100,59.0,3.2829,0.5832,104.7573,29.078,0.243537,29.321537,0.0844,117.7386,CLOUD,N/A,0,13.509
V43,108.64,-69.73,22.11,73.89,493.19,SAFETY,180.99,10,68.22,1.4129,0.7823,105.6797,18.099,0.002942,18.101942,0.033,65.4216,RSU,LOW,0,14.041
V43,107.66,-67.19,23.06,71.02,429.78,INFOTAINMENT,1513.31,1000,44.13,3.2072,0.4653,92.4852,75.6655,0.153073,75.818573,0.1375,126.2644,CLOUD,N/A,0,14.503
V43,111.27,-80.29,28.7,70.62,757.19,TRAFFIC,664.69,100,41.04,4.3108,0.7846,95.6734,33.2345,0.246371,33.480871,0.3058,110.5102,CLOUD,N/A,0,15.068
V43,113.61,-71.96,23.27,68.49,548.99,SAFETY,128.33,10,89.48,1.3127,0.4002,111.8663,12.833,0.002725,12.835725,0.2241,46.2323,RSU,LOW,0,15.586
V43,113.74,-68.72,24.24,68.35,467.98,TRAFFIC,550.84,100,48.63,2.6249,0.5734,58.5575,27.542,0.073113,27.615113,0.0545,70.853,CLOUD,N/A,0,16.039
V43,115.8,-67.83,24.9,72.27,445.79,SAFETY,193.88,10,68.8,3.8488,0.9231,82.0169,19.388,0.005991,19.393991,0.0221,70.166,RSU,LOW,0,16.569
V43,108.52,-84.41,25.42,68.67,860.22,TRAFFIC,454.78,100,63.06,3.1606,0.6048,126.7994,22.739,0.079208,22.818208,0.277,136.9507,CLOUD,N/A,0,17.094
V43,115.99,-77.94,28.93,70.0,698.44,SAFETY,230.09,10,63.75,2.4783,0.4102,99.7637,23.009,0.017984,23.026984,0.2368,82.5852,RSU,LOW,0,17.506
V43,110.87,-85.04,26.03,67.43,875.99,TRAFFIC,359.01,100,44.44,1.7172,0.4422,65.1372,17.9505,0.071958,18.022458,0.2534,73.1508,CLOUD,N/A,0,18.052
V43,114.68,-78.03,28.0,70.29,700.7,TRAFFIC,481.05,100,43.24,4.8232,0.3396,127.2715,24.0525,0.151761,24.204261,0.1232,138.0092,CLOUD,N/A,0,18.523
V43,109.22,-80.47,27.58,73.49,761.82,SAFETY,182.74,10,69.88,4.8427,0.7366,78.8155,18.274,0.010467,18.284467,0.3598,66.0009,RSU,LOW,1,19.071
V43,107.3,-67.32,24.39,73.5,432.92,SAFETY,151.63,10,82.33,3.9021,0.855,77.7164,15.163,0.004167,15.167167,0.0819,55.0086,RSU,LOW,0,19.503
V43,116.26,-75.33,26.11,66.75,633.28,TRAFFIC,620.14,100,45.91,4.3713,0.6259,133.4473,31.007,0.126608,31.133608,0.1189,147.2897,CLOUD,N/A,0,20.03
V43,114.79,-66.3,24.65,73.37,407.57,SAFETY,118.55,10,74.76,4.7613,0.9058,140.1201,11.855,0.003459,11.858459,0.0552,43.2451,RSU,LOW,0,20.596
V43,115.27,-67.07,21.55,69.4,426.87,INFOTAINMENT,1687.61,1000,33.89,4.0894,0.8284,93.5219,84.3805,0.120571,84.501071,0.1004,131.1918,CLOUD,N/A,0,21.045
V43,110.05,-72.03,20.64,66.04,550.69,SAFETY,240.45,10,75.07,4.8014,0.4006,124.8985,24.045,0.002786,24.047786,0.2648,86.2756,RSU,LOW,0,21.531
V43,114.71,-71.38,21.63,73.03,534.46,SAFETY,193.19,10,75.79,3.2284,0.4306,52.5242,9.6595,0.014059,9.673559,0.0836,56.8365,CLOUD,N/A,0,22.023
V43,114.59,-88.66,25.79,72.48,966.46,INFOTAINMENT,1882.76,1000,34.18,2.5188,0.5652,54.4261,94.138,0.35708,94.49508,0.2995,96.452,CLOUD,N/A,0,22.532
V43,114.19,-64.66,18.33,69.55,366.52,SAFETY,194.53,10,66.23,3.7361,0.8751,121.6783,19.453,0.001324,19.454324,0.0424,70.3501,RSU,LOW,0,23.037
V43,114.73,-65.9,23.28,72.88,397.51,SAFETY,268.28,10,81.36,4.7623,0.4798,145.4695,26.828,0.005709,26.833709,0.0672,96.2941,RSU,LOW,0,23.581
V43,108.05,-72.32,22.95,65.31,557.93,TRAFFIC,452.78,100,49.18,3.8313,0.5183,143.1573,22.639,0.044654,22.683654,0.1112,153.264,CLOUD,N/A,0,24.048
V43,115.34,-72.53,21.14,67.46,563.37,SAFETY,155.33,10,77.42,2.8037,0.7356,134.2,15.533,0.00202,15.53502,0.1184,56.2106,RSU,LOW,0,24.575
V44,102.26,-63.19,17.71,44.2,329.77,SAFETY,210.31,10,72.4,1.2753,0.6715,100.6588,21.031,0.001241,21.032241,0.0529,75.7822,RSU,LOW,0,0.095
V44,106.22,-63.07,16.83,44.04,326.73,SAFETY,199.83,10,67.65,2.8254,0.9843,71.9591,19.983,0.000963,19.983963,0.0913,72.3522,RSU,LOW,0,0.505
V44,105.46,-62.98,15.93,44.11,324.58,TRAFFIC,428.6,100,56.7,4.7175,0.6073,78.9838,21.43,0.008395,21.438395,0.0812,88.5508,CLOUD,N/A,0,1.094
V44,103.64,-62.98,16.98,43.66,324.6,SAFETY,191.97,10,81.69,2.9855,0.3045,51.7999,9.5985,0.004789,9.603289,0.1498,56.0849,CLOUD,N/A,0,1.576
V44,100.28,-64.71,16.89,44.2,367.79,TRAFFIC,364.82,100,69.77,4.41,0.3841,146.7054,36.482,0.001783,36.483783,0.0681,130.677,RSU,LOW,0,2.058
V44,105.54,-63.7,19.33,43.34,342.53,SAFETY,196.15,10,83.7,4.0502,0.3936,76.1428,19.615,0.001681,19.616681,0.0639,70.4472,RSU,LOW,0,2.501
V44,99.25,-64.31,19.99,43.26,357.72,SAFETY,133.22,10,82.81,4.6005,0.5806,146.6622,13.322,0.001329,13.323329,0.0346,48.1592,RSU,LOW,0,3.023
V44,98.08,-65.63,21.03,43.85,390.76,SAFETY,262.27,10,68.31,4.5131,0.6937,61.2465,13.1135,0.016623,13.130123,0.136,67.1007,CLOUD,N/A,0,3.543
V44,97.24,-62.46,15.15,42.65,311.53,SAFETY,147.01,10,76.72,1.3534,0.83,51.8977,7.3505,0.002406,7.352906,0.0726,55.1792,CLOUD,N/A,0,4.038
V44,102.52,-61.84,17.05,43.25,296.0,SAFETY,169.92,10,70.84,4.9395,0.6867,112.5424,16.992,0.000861,16.992861,0.0939,61.3724,RSU,LOW,0,4.562
V44,101.26,-66.72,21.04,42.69,417.98,TRAFFIC,377.37,100,60.68,2.3458,0.6476,98.8861,18.8685,0.023974,18.892474,0.0976,107.3095,CLOUD,N/A,0,5.037
V44,98.36,-63.8,16.04,42.47,344.92,TRAFFIC,335.72,100,47.71,3.3825,0.7094,72.0059,16.786,0.006744,16.792744,0.146,79.4997,CLOUD,N/A,0,5.565
V44,104.25,-66.45,24.27,43.77,411.36,SAFETY,221.56,10,60.39,4.2456,0.8947,61.4981,11.078,0.029612,11.107612,0.0575,66.4436,CLOUD,N/A,0,6.022
V44,97.32,-68.13,21.54,43.4,453.34,SAFETY,139.76,10,89.15,2.9976,0.4094,57.4586,13.976,0.001992,13.977992,0.0643,50.3237,RSU,LOW,0,6.586
V44,101.51,-67.11,21.92,43.1,427.82,TRAFFIC,629.33,100,64.77,3.8161,0.313,133.9246,31.4665,0.048961,31.515461,0.1071,147.9721,CLOUD,N/A,0,7.009
V44,106.07,-64.96,19.61,42.76,374.09,SAFETY,222.62,10,77.17,2.8472,0.4618,95.2091,22.262,0.002035,22.264035,0.0626,79.9689,RSU,LOW,0,7.505
V44,98.07,-61.73,16.53,43.58,293.26,TRAFFIC,322.85,100,55.27,2.5478,0.6961,148.0916,32.285,0.001452,32.286452,0.092,115.9997,RSU,LOW,0,8.047
V44,102.91,-63.5,19.58,41.64,337.6,SAFETY,139.09,10,83.05,2.9556,0.305,61.5632,13.909,0.001263,13.910263,0.071,49.98,RSU,LOW,0,8.597
V44,103.02,-68.32,23.65,43.46,458.03,TRAFFIC,301.84,100,68.99,2.696,0.5382,100.8386,15.092,0.034974,15.126974,0.1187,107.5761,CLOUD,N/A,0,9.042
V44,96.89,-65.36,23.37,40.67,384.04,SAFETY,288.35,10,75.03,4.9452,0.6352,132.9953,28.835,0.006265,28.841265,0.0632,103.6173,RSU,LOW,0,9.595
V44,105.42,-64.12,16.36,40.23,352.99,SAFETY,133.64,10,66.02,2.96,0.8878,115.7853,13.364,0.000578,13.364578,0.0789,48.6164,RSU,LOW,0,10.039
V44,104.98,-63.21,17.22,43.09,330.23,TRAFFIC,454.0,100,47.78,3.3335,0.4856,94.2619,22.7,0.011968,22.711968,0.1128,104.3958,CLOUD,N/A,0,10.574
V44,99.01,-62.13,16.6,42.25,303.17,SAFETY,227.71,10,67.6,4.0986,0.4689,99.5155,22.771,0.001041,22.772041,0.0105,81.7939,RSU,LOW,0,11.068
V44,103.74,-62.94,16.13,41.39,323.38,TRAFFIC,433.11,100,40.81,2.7637,0.8703,77.9658,21.6555,0.008883,21.664383,0.1468,87.6334,CLOUD,N/A,0,11.552
V44,100.01,-61.25,17.67,41.65,281.31,INFOTAINMENT,2160.69,1000,25.6,3.4287,0.4734,110.0836,108.0345,0.063178,108.097678,0.0543,158.3133,CLOUD,N/A,0,12.092
V44,104.37,-61.51,16.05,44.05,287.8,INFOTAINMENT,2750.95,1000,22.62,1.0052,0.9159,71.8423,137.5475,0.055393,137.602893,0.1338,133.2474,CLOUD,N/A,0,12.531
